,review,sentiment
882,Singkat Jelas Cepat dan praktis,0
472,Dari semua online marketplace.. tokped yg paling terpercaya..Dari semua paling nyaman dan merasa secure belanja di Tokped..,0
654,Makasih tokopedia,0
410,Praktis namun kadangkala utk up date bbrp kali susah,1
362,"Pembayaran Angsuran Kredit motor lebih mudah, tidak perlu antri2 lg. Trimksh Tokopedia",0
938,Pembayaran dengan OVO points sangat membantu,0
788,Luar biasa banyak wejangan2 yang ciamik 🙏,0
195,Pokonya bintang lah yg berbicara,2
332,Mantap. Pembeli jelas belajar dari pengalaman pembelibsebelumnua.tranksaksi aman,0
448,Agar semua belanja free ongkir tanpa syarat,1
956,Sy suka dengan aplikasi tokopedia baramg yg do tawarkan lengkap,0
929,Saya sebagai penjual danmpembeli selalu menggunakan tokopedia. Transaksi aman,0
248,Brand online shop ter baik dan ter banyak hadiah cash back,0
829,Mantap lah,0
185,Makin banyak free kngkir nya sy makin betah. Terutama pelayanan cs nya,0
173,Lancar aplikasinya,0
787,"Tampilan apps bikin pusing, ngga user friendly, lebih simple pake apps sebelah",1
259,Sesuai dengan harga sip barangnya,0
527,Aplikasi yang sangat membantu dalam jual beli. Top,0
603,Tiap Checkout kena biaya layanan... Kalauu truz2 an lumayaan jugaa tuu...,1
566,"time flies, biaya terus",0
684,Semoga tokopedia pelayanannya lebih baik lagi,0
296,Aplikasi bagus,0
461,Manteb manteb,0
746,Mgkin karna aku biasa pke shop** yg ini agak belibet cuman oke aja sih,1
182,"Browsing produk-produk di App rasanya slow sekali, padahal ini iPad Mini 5, masih belum bisa dibilang terlalu tua lah hardwarenya. Please update and make it better!

Saya sudah matikan fitur-fitur semacam shake-shake & otomatis video berjalan, namun tetap sama.",1
914,Sangat memudahkan dan kualitas barang & layanan terjamin.,0
718,Sangat bagus dan bermanfaat,0
547,Pokoknya selama pandemi ini semua kebutuhan bs dibeli di toped . Makyus pokoknya,0
147,Selalu memudahkan 🫰🏻🫰🏻,0
341,Puas🙌,0
214,Mudah transaksi ap pun yg kami butuh kan… 🙏🏻🙏🏻🙏🏻,0
1015,aplikasi yg sangat membantu,0
652,Tidak ada pilihan login dengan akun google,2
170,Barang2nya lengkap dan memudahkan penjual dan pembeli langsung berinteraksi.,0
980,Banyak informasi baruuuu dari tokopedia,0
786,"Dari semua Ecomm menurut gue Tokped yg paling lengkap dan bagus kurasi nya utk local brand.. selain itu opsi pengiriman nya juga jelas dan simple

downside nya Tokped adalah CS nya pake robot jd suka muter2 jawabannya",2
144,Masa simpan history kartu kredit harus bayar 10rb,1
724,Tokopedia Proses Mudah dan Cepat,0
519,Layoutnya jgn berlebihan,1
251,Sampai saat ini good,0
994,Sangat memuaskan dan tidak mengecewakan. Terus berikan yang terbaik TokoPedia,0
327,Aplikasi sangat berguna buat mencari barang kesayangan,0
757,Sangat aman dan mudah bertransaksi di tokopedia,0
630,Paketannya Rapi,0
193,Tokped tidak ramah bagi pembeli. Regulasi untuk pengembalian ramah menyulitkan pembeli. Komplain barang jg tidak digubris.,1
749,"Transaksi lancar. Cepat , mudah",0
645,Sangat tau kebutuhan,0
189,Banget,0
155,Udh terbantu bgttttt sm aplikasi ini buat org yg super mager ky gue hahaha...thx tokopedia,0
457,aplikasi yg simple dan cepat akurat untuk berbelanja,0
961,"Suka belanja di sini, aplikasi ok",0
325,Gak ada yang lebih bagus dari Tokopedia pokoknya ! 🙌,0
204,Lancar dan praktis aplikasi nya,0
413,Alhamdulillah nambah penghasilan terimakasih tokopedia,0
987,Asiikk bgt belanja lake app tokopedia 👍🏼,0
349,pencarian barangnya banyak pilihan,0
334,ngga perlu pakai waktu lama untuk bertransaksi..,0
627,Tokopedia membuat hidup lebih mudah,0
498,Jual beli jd gampang,0
445,Suka banget belanja ditokopedia Terpercayaaa,0
660,Proses cepat dan murah terbaik,0
517,Semoga Tokped selalu menjaga kualitasnya,0
390,Nu sae na ti pusat,1
483,Bisa dipercaya menjaga pembayaran kita Uang kembali kalau penjual tidak mengirim barangnya.. Terima kasih ya tokopedia Sukses tambah sukses..,0
805,Mudah dan aman dalam bertransaksi,0
824,keren sangat membantu terima kasih Tokped,0
543,Mudah aksesnya sangat merekomendasi untuk pengguna yang males belanja keluar,0
577,Cukup puas selama menggunaka tokopedia dan 80% belanja online di tokopedia daripada apps lain,0
798,Lebih praktis karena bisa dari rumah,0
942,"Bru tau ada fee jasa aplikasi,sebelumnya gada",2
386,"Mudah cepet.,,membantu penghasilan tambahan",0
886,Selalu ngehang app-nya saat mau ubah produk.,1
260,Barang bagus dan cepat sampai,0
873,Good job tokopedia teruslah berkarya dan tingkatkan kualitas pelayanan. Bless you,0
433,Mudah pemakaian aplikasi,0
476,Kl ada masalah Tokped bisa jadi penengah antara seller dan Butet ga kaya toko oren,0
580,Barang lengkap dan harga menarik,0
814,Mantap bestttt,0
595,"Asyek Dapat promo,,, sering2 adakan promo yaw 🥰😇🙏",0
482,lebih simple dalam berbelanja,0
276,Kalau barang yang sudah terjual atau barang yang tidak stocknya bisa dihapus dari search,0
326,Ok lah,0
613,"Tokoped sdh baik dan terpercaya, mohon jaga dan tingkatkan terus kualitasnya, tambahkan dg toko dan produk yg semakin kreatif serta berkualitas.",0
393,Sangat membantu,0
292,"semua terasa mudah ,yg jauh terasa dekat",0
406,Tokopedia makin Mantap,0
891,Bayar BPJS Kesehatan,0
844,aplikasi nya bagus dan mudah digunakan,0
599,Cepat dan terpercaya,0
998,Toko pedia memang oyeee,0
279,Aplikasi ini sangat membantu untuk langsung komunikasi ke penjual nya...,0
314,Muantab..👍,0
429,Merasa nyaman menggunakan fitur bayar BPJS lwt Tokopedia. Terima kasih.,0
427,Terima kasih,0
492,lapak terpercaya,0
667,Banyak gratis ongkirnya,0
269,Mantaps,0
719,"Agak bingung sih,, tapi di coba aja",0
674,"Apps ini memiliki fitur lengkap, mudah dimengerti dan tersambung dengan apps kurir lainnya yg membantu pembeli dan penjual.",0
990,Aplikasi e-commerce yang sangat membantu kebutuhan saya dalam berbelanja...gud job,0
350,"Beberap Seller sering batal jual karena barang tidak ada, padahal chat sebelum beli bilangnya teraedia",1
1004,"Pertahankan kepraktisan, simpel cepat",0
940,Pemesanan2 berlangsung aman dan baik. Penanganan complain juga sangat baik.,0
794,Transaksi rekber yg bisa diandalkan. Salut buat pengiriman gratis dari gosend 👌👌👌,0
989,"jual beli di tokopedia aman ,ngak pakai ribet deh",0
858,Semoga aplikasi semakin ringan di ponsel keluaran lama 👍🏻,2
620,sudah tidak bisa gratis ongkir otomatis. harus pkai voucher,1
604,Lebih bagus lgi penambahan fitur chat live. Sehingga mengetahui pelapak yg online bisa cepat dalam balas pesan,2
685,Aplikasi yg menarik dan bagus....perlu dipertahankan bahkan di tingkatkan,0
827,Cara mudah belanja online dengan reputasi yang baik....,0
831,cocok banget buat kebutuhan akan beol,0
203,banyak cashback,0
382,"Niat hati pengen dapet best price beli HP untuk hafiah natal eh dapet voucher cashback gopay coin 12.12, tapi sayang itu tipu tipu, setelah selesai transaksi berhasil, cashback tidak masuk, penipuan, cs kurang responsif dan ga ada jalan keluar. Saya daftar pake akun saya sendiri sendang saya dituduh akun saya sama dengan kakak saya. Woi beda KTP woiiii. Beda HP pulaa!!!! Beda KSK juga!!!! Beda Rumah Pulaaaaa!!!!",1
574,aplikasi keren,0
666,"Puas banget belanja di tokped, pencarian mudah dan moda pembayaran banyak",0
250,Puas banget,0
330,Aplikasinya bagus. Bikin belanja cukup dari gadget saja,0
813,Pastinya!,2
623,Penjualnya omong kosong,1
589,"Belanja jauh lebih mudah, nyaman dan tidak ribet, bagus sekali",0
793,Sofar membantu dalam setiap keperluan baik urgential atau keperluan lainnya,0
403,"Pajaknya naek terus, turunin pajaknya donk buat seller ama pembeli.. biar lebih nyaman..",1
597,Bagus banyak membantu,0
825,Sangat lemot pada saat pembayaran,1
205,Murah dan Meriah,0
768,"Sangat Mudah, Cepat, Profesional Penanganan Komplain : 👍🏻👍🏻👍🏻👍🏻👍🏻",0
491,App terbaik,0
710,Selama ini lancar jaya...,0
395,banyak cashbacknya,0
912,mantap banget gak mau ke olshop yang lain,0
396,"Lancar, sukses, dan selalu aman",0
855,Sesuai apa yg di jual selama saya belanja terimakasih,0
988,Puas dengan sistim dan pelayanannya,0
356,"Mau belanja online atau pun bayar tagihan atau cuma buat compare harga, selalu handal, bukan handal jepit ya",0
803,Bagus pokoknya,0
301,👌👍👍👍 Gratis ongkirnya ditambah dong,0
389,Mantap. Customer service selalu memberi yg terbaik dibanding online yg lain,0
548,"Sudah lama menggunakan tokopedia semenjak awal launching. Sangat puas, dan dalam pusat penyelesaian selalu diselesaikan dengan adil. Review dari pembeli yang sesuai dengan bukti dan kenyataan, kalau tokonya servicenya jelek ya siap2 ga bakalan laku jual di toped",0
646,Ok banget,0
302,Barang sesuai deskripsi dan pengirimannya cepat,0
851,Suka dengan sistem TokoPedia yang komunikatif serta membuat pengguna aplikasi aman dan nyaman Keep up the goodwork 👍🏻,0
637,Apk membantu banget!,0
924,Cukup puas walaupun pernah di kecewakan,0
355,"Dalam hitungan 1-3 detik udah nyampe pulsanya, Alhamdulilah tokped luar biasa",0
463,"Tokopedia sekarang bukan yang dulu lagi, sejak ada kurir rekomendasi pengiriman semakin lama & ngawur, yang dulu antar jawa 2 hari max 3 hari sekarang sering lebih dari 4 hari, semakin gak masuk akal. Apalagi kurir anteraja yang jelas jelas busuk dari dulu masih dipakai",1
496,"Semua transksaksi berjalan lancar, aman dan sangat membantu pengguna",0
559,"Terpercaya, banyakin diskonya",0
702,"Terus terus an minta pin sambil gak bisa swipe right. Maksa banget harus buat PIN. Maksanya OK, cm jelek nya gak ada swipe right.",1
736,belanja olshop via tokopedia menurut saya sangat aman dan nyaman. tapi kita sebagai buyer juga harus smart dalam memilih produk. sukses selalu tokopedia!,0
777,Tokped mantab,0
691,"banyak keuntungan belanja di tokopedia seperti cash back, tracking belanjanya bisa di cek mulai dari transfer sampai ke pembeli.",0
853,"Promonya downgrade cuy, toped jadi ga asik",1
665,"No. 1 shoping online, Safe and helpfull application.. thank you so much Perlu diperbaiki pembayaran masih sering mengalami kendala",1
359,suka banyak diskon wkwk,0
694,Mudah n simple,0
525,olshop yg saya pakai sejak awal belanja online hingga kini.. tidak pernah mengecewakan,0
1009,Sangat terbantu dengan aplikasi ini,0
518,Sangat membantu dan simple,0
368,Mudah pakainya dan bisa mixed pembayaran...👍🏼,0
897,sangat memuaskan,0
934,Tingkatnya promo yg banyak terus amin,0
734,Gak pernah kecewa belanja dsini,0
817,Aman dan nyaman dlm bertransaksi di tokopedia,0
681,"Apps bagoes, aman bila ada masalah komplain sebagai pembeli ataupun penjual. Kurang puas promonya mesti dicermati kadang malah bayar lebih, seperti yg dipaksa daftar cicilan untuk dapat discount dihitung malah boncos mending ga pakai promonya.",1
784,"barang bagus, sesuai dengan pesanan",0
683,Banyak bonusnya utk bayar tagihan bulanan,0
639,Suka,0
801,Diskonnya jelas tidak muter-muter,0
753,"Very convinient, beli apa aja ada dgn harga dan kualitas yg bagus 😁😁",0
698,"Proses prosedur pembelian yg jelas, app yg mudah dipakai",0
331,Kentul keren betul,0
451,mantab,0
705,Mudah dan banyak bonus,0
1007,Terima kasih tokopedia,0
958,Metode pembayaran nya juara sih. Pake aja mudah dan cepat.,0
669,"Saya sudah Diamond member TOKOPEDIA.. Saran saya selalu belanja di TOKOPEDIA ! Bebas masalah di Tokopedia.. Sy kena masalah di tokosebelah.. merchant penipu dibelain, Jual barang tidak sesuai description.. Komplain malah seller dibelain, jd korban deh... ga ada waktu buat lapor ribet banget.. Kita mau belanja tenang.. aman.. ya di Tokopedia.. Lancar dan cepat speednya.. sudah saya banding2kan dan yg penting aman.. Tokopedia paling mantul ..👍👍👍",0
404,Murah dan flexibel,0
792,"Biaya transaksi naik 3.000, bebas ongkir ga ada dan promo dipersulit. Tokopedia plus juga rugi. Tolong itu ga usah MARKETING sewa artis korea, dananya untuk PROMO PENGGUNA LAMA aja. Jgn kebanyakan dana marketing tapi pengguna lama ga diperhatikan.👎👎👎👎👎perbanyak promo cashback!!! Berulang kali minta bintang…. ⭐️",1
542,Selalu senantiasa siap memenuhi kebutuhan rumah tangga,0
944,Baik,0
712,Asyik banget pakai tokopedia,0
428,Yuksss belanja di Topedw,0
673,Tak Pernah berpaling dari tokopedia,0
379,Ga ada yg ngalahin deh klo jual beli,0
489,Kurang promo,1
581,"Better ini sih, promonya ada terus di banding oren",0
541,Senang sekali bisa mengunakan tokopedia versi terbaru ini,0
336,Udah gitu aja,2
352,Sangat membantu sekali dan aplikasinya sangat user friendly,0
773,buka app cepat,0
526,Membantu bangat buat belanja apa saja. Sangat rekomendasi buat pengguna baru 👍👍👍,0
862,"Ada jasa aplikasi yg awalnya tdk ada, rp 2000 trus naik rp 3000",1
748,Terbaikkkkk,0
363,Slalu puas belanja di sini,0
1010,Mantab lah tokped,0
628,banyak nanya rating lu kaya programmer baru lulus,1
974,"Barang yang di beli semua sesuai display, kalaupun ada komplain, bisa respon dgn cepat oleh tokopedia sebagai penengah..ga salah sudah bertahun2 menjadi buyer disini👍🏻👍🏻top deh olshopnya☺️😊",0
883,Proses mudah,0
324,Mantabbbb,0
807,"Platform belanja online paling didepan, banyak keuntungan : toko point, gratis ongkir Terus tingkatkan fasilitasnya dan manjakan user supaya user semakin nyaman .. SUKSES BUAT TOKPED👍👍",0
774,Selalu pakai tokped kl belanja online krn banyak seller yg terpercaya wlw masih ada bbrp jg yg lolos verifikasi pdhal lokasi penjual nya ga bener/ga sesuai,1
376,luar biasa,0
796,Anjayy slebeww,2
213,Sip. Semua barang ada.,0
975,Beli produk dari marketplace di tokopedia banyak varian dan lapak profesional,0
258,"Barang yg dijual bagus,dan terpecaya",0
625,Pelayanan topedia sngat ok,0
283,Banyak promo yang menarik,0
552,Recommended.. All u can do at here.. Tolong untuk pembayaran Samsatnya diperbanyak kerjasamanya.. khususnya utk wilayah Kaltim dan Kalsel🙏,0
473,Mudah mudahan amanah trs,0
828,"Kalo dulu bisa pilih promo sebanyak 2 kupon. Sekarang cuma satu,disuruh milih gratis ongkir atau cashback coin. Lama-lama ilang dah promonya",1
417,Indonesia mesti harus lebih maju terus,0
163,Aplikasi mudah penggunaannya,0
202,Mudah diakses,0
192,Secara umum sudah baik namun pada ios kadang button cartnya susah diklik,1
437,makasih toko pedia,0
387,Ok Mantab,0
856,Terfasilitasi dengan baik. Nice!,0
755,"Seakrang cash backnya dikit Biaya admin mihil Hiks
Ada biaya aplikasi juga 🥲",1
521,banyak barang dan lengkap,0
298,Bayar toped pakai gopay gak pakai ribet,0
234,"dah sedikit paham cara pakainya, cuma perlu sering dilatih",0
549,Pengiriman sangat cepat !! Kuerennn,0
810,Super,0
723,Aku sih penganut gojek tokped garis keras 🙏,0
822,"Aplikasi merchant online paling gampang, paling keren dan paling memudahkan kehidupan modern",0
450,Tokped adalah online store dengan ui simple dan mudah digunakan.,0
209,Banyak diskonnya dongg buat belanja elektronik membantu sekali udah beberapa kali beli barang pake diskon atau Cashback di tokped 😍👌🏻,0
926,"Makin lebih aneh dari shopee. Kurir tertentu sudah dinonaktifkan kok malah tetap aja dipakek! ! Ambigu. Kalo di shopee, kurir sudah dinonaktifkan maka otomatis tidak akan ada pesanan yang dialihkan ke kurir tsb. Beda dgn tokopedia, yg tidak konsisten.",1
832,"Aman, cepat dan tanggap",0
501,Pelayanan mudah dan cepat .. Pokok ee Mantap,0
624,sangat membantu dan kereen.. alhamdulilah... dapat bonus banyak🙏🙏,0
731,Banyak pilihan dan selalu ada. Memberikan yang termurah. Sangat memuaskan. Thx TOPED,0
575,Vendor dpt dipercaya produk dan pelayanannya.,0
885,"Paling percaya dan yakin sama tokopedia , selalu bisa membantu sya jika ada masalah dengan penjual. Terima kasih tokopedia",0
145,"jumlah item harga tertinggi dan terendah nggak sama, dan kupon cashback dan free ongkir makin pelit, bagusan shoope dari Tokopedia sekarang 👎",1
579,Memuaskan,0
951,Top cari apa aja enak,0
309,kembali,2
530,Aplikasi yang bermanfaat dan oke.,0
908,Selama ini belanja di Tokped tidak mengecewakan dan sesuai dgn deskripsi toko,0
512,Selalu beli pulsa dan pembayaran lewat tokped dan selalu dapet cashback. Thanks,0
900,Belanja gak ribet lagi..semua ada,0
439,"Puas pake gopay, mudah dan cepat. Gak pake repot. Pokoknya mantab pake gopay",0
307,Belanja online terpecaya ya Tokopedia,0
636,"Gratis ongkirnya gak ada, tambah jasa aplikasi lah trus jasa layanan apalah itu.",1
514,"Sangat puas dg layanan tokopedia , sangat membantu buat yg selalu tinggal di rumah",0
253,banyak diskon & bebas ongkir tambah konek dgn gopay/pay later makin mantab,0
227,Sll Puas bgt,0
197,Memudahkan setiap transaksi,0
598,Suka dgn tokopedia bnyk barang bagus dan berkualitas,0
688,sangat bermanfaat,0
494,Sangat membantu dlm berbagai hal,0
943,Mudah dan terpercaya,0
190,"Aplikasinya mantap dan tanpa ada kendala, mudah2an barang yg dipesan jg cepat",0
915,Pemakaian mudah,0
538,Pembayaran mudah dan aman.,0
583,Lancar banget,0
761,"Pelayanan tokopedia sangat bagus, banyak promonya juga",0
631,Aplikasi yg sangat memuaskan,0
426,Toko Pedia emang top!,0
785,Sesuai,0
905,Cukup bagus dan lancar pengirimannya,0
381,Terbaik,0
254,Puas,0
378,Bnyak promo…jrng dipake bonus menumpuk,0
364,Sejauh ini toped adalah online shopping terbaik bagi saya,0
1003,"Sangat membantu, memudahkan dalam pembelian sesuatu",0
156,"Memudahkan untuk belanja online, mantap",0
687,Baguslah pokoknya liat aja daftar belanja sy. Hrsnya sy dikasih merchsndise,0
982,Keren sekali,0
257,Lumayan puas dgn tokped tp semakin kesini banyak biaya tambahan,0
647,"Aplikasi yang sangat membantu, semakin dipermudah",0
165,Selalu ada voucher sangat mantaaap,0
412,terus ditingkatkan ok brother,0
208,Isi emoney 100k pembayaran berhasil tapi gak terupdate,1
763,Cepat dan akurat,0
973,"System operasional Tokopedia sangat efektif, dan The Best 👍👍👍😘😘😘 Efficient mudah dipakai dan sangat adil. Thanks Tokopedia semakin Top di depan 🙏🙏🙏👍👍👍😍😍😍 Gak pakai aplikasi lain kecuali 1 saja Tokopedia 🙏🙏🙏",0
868,Makin banyak Promo dan cash back ya,0
515,mantap banget ye kan,0
811,Harus dijunjung tinggi,0
619,Apps yg bagus dan sangat berguna buat kebutuhan sehari2... thanks,0
925,Mantap lah pokoknya,0
920,Bagus Toped. Tidak pernah mengecewakan,0
704,Aplikasi ngga ribet. Tahapan proses jelas Aman terpercaya. Ngga khawatir kalo beli barang,0
545,Bintang 4 soalnya saya kena block gabisa pake voucher lg,1
506,"Penggunaan mudah, opsi pembayaran lengkap, transaksi aman. Kurang apalagi coba",0
511,sudah ga recomended,1
641,Sekarang biaya layanan aplikasi menjadi Rp 2rb,2
969,Selalu belanja dan bayar tagihan disini. Byk bonus nya 👍👍,0
571,Senang berbelanja di Tokped.,0
1011,Sangat memuaskan,0
970,Sejak tahun 2019 saya pake aplikasi tokopedia aman dan nyaman,0
653,"Pelayanan cepat dan memuaskan, sangat recommended",0
722,Cepat dan gampang,0
600,Mantap… tidak ada kendala…😀,0
964,Terimakasih program ini sangat membantu😍,0
495,"Sekarang kalo pakai voucher cashback, hak bisa free ongkir. Sayang sekali",1
424,Makin mahal aja sekarang biaya tambahan nya setelah gabung gojek,1
212,"Aplikasi andalan utk bayar tagihan, pulsa & beli barang impian",0
516,Titik lokasi (pada menu alamat) meleset dari alamat sebenarnya. Driver yg mengirim menggunakan titik lokasi jadi kebingungan.,1
800,"Rapi, nyaman, gak ribet, perform aplikasi mantap",0
479,Proses menjadi lebih cepat dan mudah,0
664,Biaya admin naik terus.,1
582,Mudah dan cepat thanks,0
317,Mudah & nyaman,0
238,Sering-sering kasi kupon untuk top up dan tagihan yah,0
783,"Sukses terus, sejauh ini suka dgn tokopedia krna promo ongkir/cashback tdk dgn pembayaran tertentu, semoga terus begitu ya biar berkah 👍🏻",0
141,"belanja online , tokopedia aja, ga ada barang yang dijual disini. semua nya ada thx tokopedia",0
999,toped ok bgt ada gratis ongkir lagi. terbantu bgt,0
732,Urusan aman dan terpercaya,0
231,Tolong di perbanyak merchant yg kualitas bagus,0
826,Belanja hemat & memuaskan ya di Tokopedia...,0
275,Simpel dan cepat 👍 Cuma saat memasukan alamat baru agak repot karena ada fitur lokasi sekarang agak susah input alamat secara manual dan lokasi yg terintegrasi dengan pin di google map (Jika pake aplikasi),2
500,Ongkirnya lebih hemat,0
200,"Aplikasi yang sangat membantu dan mencerminkan kemajuan teknologi yang sangat baik untuk membantu memudahkan aktivitas masyarakat masyarakat generasi millenial yang ingin semuanya serba instant, mantabb",0
842,Memudahkan pembayaran,0
591,"Seneng belanja di toped,bisa bayar pakai paylater, gratis ongkir lagi.. kurang baik apa coba nih aplikasi?? Yuk download",0
834,Mantap betulll,0
887,"Maksa bgt byr pake gopay 🤣 kalo ga pake gopay kena lg biaya layanan. Masa mau checkout 1 pesanan aja hrs kena 2 biaya. Ga besar sih nominalnya, tp lama2 jadi males belanja di tokped 🤞",1
871,Tepat waktu,0
743,Kebetulan dapet dr Bandung sesuai kebutuhan 😃😃😃,2
291,Luar biasa murah,0
707,Selalu yg terbaik,0
996,Setiap beli online pasti pakai tokped,0
237,"Selalu Banyak-Banyak Promo nya biar yg lain bengong.hehehehehehe
Salam Sukses Selalu TOPED",0
715,Sangat membantu untuk E-Money,0
592,"Barang apa aja kayanya ada ditokopedia, harga juga banyak yg lebih murah drpd harga ditoko2 sebelah, apalagi dng adanya program bebas ongkir. mdh2an tetep mempertahankan prestasi ini. Tokopedia emang TOP..!!",0
550,Keren deh pokoknya,0
164,Aku cinta marketplace Indonesia!,0
670,Terima kasih sudah banyak membantu saya belanja selama masa PSBB,0
286,Smoga tetap jaya selamanya,0
781,Sangat membantu dalam berbelanja,0
605,Wah isi eMoney begitu gampang dan dapat cash back lagi. Memang top deh Toped dan OVOnya. 👍👍👍,0
431,Tokped ini kenapa diskon ongkirnya jadi pelit begini huhu :(,1
690,Semenjak gabung GOTO bikin saham IPO tokopedia gak jelas banget kasih naikin harga segala udah kena tarif jadi kangen jaman dulu masih banyak bebas ongkir dapat cashback terus gak kena biaya jasa apalah itu. Mending pisah perusahaan aja lah berdiri sendiri daripada gabung malah jadi nyusahin gini skrg,1
1018,Gratis ongkir dulu 0 rupiah sekarang tetap ada biaya,1
377,Sangat membantu bisnisku sbg penjual. sangat membantu sbg pembeli dan tolong makin dibanyakin lagi promo ke gopoints nya,0
657,"Aplikasi keren, berguna banget",0
936,Penasaran mau coba,2
1005,service yang memuaskan,0
675,"Mudah, cepat dan Aman",0
554,mudah dan menyenangkan,0
243,Sangat membantu saat waktu terdesak,0
738,"Mau apa aja , ada",0
233,mantul,0
967,Quick response dan kualitas barang sesuai foto,0
444,Sudut meja,2
874,"Proses pembelian sangat mudah , pilihan lapak yang banyak dan semua kebutuhan / barang yang kita inginkan, semuanya tersedia disini.",0
477,Sangat memudahkan customer untuk memenuhi kebutuhan apapun itu.. Terima kasih!,0
1021,Msih nyaman,0
901,"Beberapa kali mengajukan komplain di Tokopedia tidak mendapatkan penanganan yang netral, lebih berpihak kepada seller dan upaya memberikan solusi kepada pembeli cenderung minim dan tidak ada fitur chat untuk diskusi interaktif",1
475,Mantap betul,0
923,Banyak biaya tambahannya. Selain itu oke.,1
435,mantap total,0
249,Mudah! Tdk perlu ke ATM,0
921,"Make a better, masih bisa lebih baik lagi",0
230,Bawang diterima sesuai denganpermintaan ...terimakasih.,0
714,Sebenarnya klo mau pake jasa expres same day suka banget sm aplikasi ini. Hanya saja untuk mencari barangnya agak kurang variasi dan harga.,1
544,Semua mudah semua bisa semua ada,0
573,"Tokopedia sangat membantu untuk urusan belanja online. Mudah, banyak diskon, terpercaya.",0
180,"Dear Tokopedia Pas selesai di update malah ga bisa kebuka Memory nya udah di kosongin, di uninstall, terus di reinstall tetap ga bisa kebuka Tolong bantuannya",1
668,"Marketplace yang lengkap, menyenangkan dan aman..",0
896,"One stop online shopping, tingkatkan terus performa & inovasi utk pelanggan",0
422,Pembayaran di tokped super sat set!,0
611,Serba ada dan dapat dicicil,0
480,Mantap bro,0
